الكلمة الأصلية	الجذر	المصدر	النوع
وللمؤمنين	ءمن	مؤمن	اسم
والمؤمنين	ءمن	مؤمن	اسم
والمؤمنون	ءمن	مؤمن	اسم
وبالمؤمنين	ءمن	مؤمن	اسم
للمؤمنات	ءمن	مؤمنة	اسم
مؤمنة	ءمن	مؤمنة	اسم
المؤمنات	ءمن	مؤمنة	اسم
والمؤمنات	ءمن	مؤمنة	اسم
مأمون	ءمن	مأمون	اسم
أنؤمن	ءمن	نؤمن	فعل
لنؤمنن	ءمن	نؤمن	فعل
نؤمن	ءمن	نؤمن	فعل
ليؤمنن	ءمن	آمن	فعل
يؤمن	ءمن	آمن	فعل
فليؤمن	ءمن	آمن	فعل
ويؤمن	ءمن	آمن	فعل
ليؤمنوا	ءمن	آمن	فعل
يؤمنوا	ءمن	آمن	فعل
فيؤمنوا	ءمن	آمن	فعل
وليؤمنوا	ءمن	آمن	فعل
يؤمنون	ءمن	آمن	فعل
ويؤمنون	ءمن	آمن	فعل
يأمن	ءمن	أمن	فعل
ويأمنوا	ءمن	أمن	فعل
مأمنه	ءمن	مأمن	اسم
لتؤمنوا	ءمن	آمن	فعل
الأمانة	ءمن	أمانة	اسم
ولأمة	ءمو	أمة	اسم
بأنهم	أن	أن	أداة
فكأنما	أن	أنما	أداة
كأنما	أن	أنما	أداة
كأنهم	أن	كأن	أداة
أنه	أن	أنّ	أداة
أنهم	أن	أنّ	أداة
أننا	أن	أنّ	أداة
بأن	أن	أنّ	أداة
بأنه	أن	أنّ	أداة
بأننا	أن	أنّ	أداة
بأنكم	أن	أنّ	أداة
كأنه	أن	كأن	أداة
كأنها	أن	كأن	أداة
كأنهن	أن	كأن	أداة
كأنك	أن	كأن	أداة
للأنام	ءنم	أنام	اسم
أنت	أنت	أنت	أداة
وأنت	أنت	أنت	أداة
أفأنت	ءنت	أنت	اسم
آنتم	أنتم	أنتم	أداة
أفأنتم	أنتم	أنتم	أداة
أنتم	أنتم	أنتم	أداة
فأنتم	أنتم	أنتم	أداة
هأنتم	أنتم	أنتم	أداة
وأنتم	أنتم	أنتم	أداة
أنتما	أنتما	أنتما	أداة
الأنثيين	ءنث	أنثى	اسم
بالأنثى	ءنث	أنثى	اسم
كالأنثى	ءنث	أنثى	اسم
آنس	ءنس	آنس	فعل
آنست	ءنس	آنس	فعل
آنستم	ءنس	آنس	فعل
أناس	ءنس	إنس	اسم
الإنس	ءنس	إنس	اسم
إنس	ءنس	إنس	اسم
وأناسي	ءنس	إنس	اسم
والإنس	ءنس	إنس	اسم
للإنسان	ءنس	إنسان	اسم
الإنسان	ءنس	إنسان	اسم
إنسان	ءنس	إنسان	اسم
إنسيا	ءنس	إنسى	اسم
تستأنسوا	ءنس	استأنس	فعل
مستأنسين	ءنس	مستأنس	اسم
آنفا	ءنف	آنفا	اسم
بالأنف	ءنف	أنف	اسم
آناء	ءني	آناء	اسم
آنائ	ءني	آناء	اسم
لأهله	ءهل	أهل	اسم
أهليهم	ءهل	أهل	اسم
أهليكم	ءهل	أهل	اسم
أهله	ءهل	أهل	اسم
أهلهم	ءهل	أهل	اسم
أهلها	ءهل	أهل	اسم
أهلهن	ءهل	أهل	اسم
أهلنا	ءهل	أهل	اسم
أهلك	ءهل	أهل	اسم
بأهله	ءهل	أهل	اسم
بأهلك	ءهل	أهل	اسم
بأهلكم	ءهل	أهل	اسم
أهل	ءهل	أهل	اسم
وأهلي	ءهل	أهل	اسم
وأهليهم	ءهل	أهل	اسم
وأهليكم	ءهل	أهل	اسم
وأهله	ءهل	أهل	اسم
وأهلها	ءهل	أهل	اسم
وأهلنا	ءهل	أهل	اسم
وأهلونا	ءهل	أهل	اسم
وأهلك	ءهل	أهل	اسم
المآب	ءوب	مئاب	اسم
للأوابين	ءوب	أواب	اسم
مآبا	ءوب	مآب	اسم
مآب	ءوب	مآب	اسم
الأولين	ءول	أول	اسم
لأولانا	ءول	أولى	اسم
أول	ءول	أول	اسم
أولى	ءول	أولى	اسم
أولهما	ءول	أولى	اسم
الأول	ءول	أول	اسم
الأولون	ءول	أول	اسم
تأويل	ءول	تأويل	اسم
تأويلا	ءول	تأويل	اسم
تأويله	ءول	تأويل	اسم
بتأويل	ءول	تأويل	اسم
بتأويله	ءول	تأويل	اسم
أولئك	أولأ	أولئك	أداة
أولئكم	أولأ	أولئك	أداة
فأولئك	أولأ	أولئك	أداة
وأولئك	أولأ	أولئك	أداة
وأولئكم	أولأ	أولئك	أداة
أهؤلاء	أولأ	هؤلاء	أداة
هؤلاء	أولأ	هؤلاء	أداة
أولاء	ءولء	أولاء	اسم
لأولي	أولو	أولو	أداة
أولو	أولو	أولو	أداة
أولوا	أولو	أولو	أداة
الآن	أون	الآن	أداة
آن	ءون	آن	فعل
الآن	أون	الآن	أداة
لأواه	ءوه	أواه	اسم
ومأويهم	ءوي	مأواهم	اسم
ومأويكم	ءوي	مأوى	اسم
مأواهم	ءوي	مأوى	اسم
مأواكم	ءوي	مأوى	اسم
آوي	ءوي	أوى	فعل
آووا	ءوي	أوى	فعل
أوينا	ءوي	أوى	فعل
المأوى	ءوي	مأوى	اسم
فبأي	أي	أي	أداة
أيهم	أي	أي	أداة
أيكم	أي	أي	أداة
وكأين	ءي	كأين	اسم
وأيدناه	ءيد	أيّد	فعل
أيدتك	ءيد	أيد	فعل
أيدك	ءيد	أيد	فعل
بأيد	ءيد	يد	اسم
الأيكة	ءيك	أيكة	اسم
الأيكة	ءيك	أيكة	اسم
الأيامى	ءيم	أيم	اسم
أين	أين	أين	أداة
أينما	أين	أينما	أداة
أيها	أيها	أيها	أداة
أيه	أيها	أيها	أداة
أيها	أيها	أيها	أداة
أيوب	ءيوب	أيوب	اسم
وأيوب	ءيوب	أيوب	اسم
لآيات	ءيي	آية	اسم
أبى	ءيي	أبى	فعل
لآيات	ءيي	آية	اسم
لآياتنا	ءيي	آية	اسم
آياتنا	ءيي	آية	اسم
آيات	ءيي	آية	اسم
آياتي	ءيي	آية	اسم
آيتين	ءيي	آية	اسم
آياته	ءيي	آية	اسم
آيتها	ءيي	آية	اسم
آيتنا	ءيي	آية	اسم
آيتك	ءيي	آية	اسم
الآيات	ءيي	آية	اسم
بآيات	ءيي	آية	اسم
بآياتي	ءيي	آية	اسم
بآياته	ءيي	آية	اسم
بآياتنا	ءيي	آية	اسم
بالآيات	ءيي	آية	اسم
وآية	ءيي	آية	اسم
وآياته	ءيي	آية	اسم
الآيات	ءيي	آية	اسم
بآية	ءيي	آية	اسم
بآياتنا	ءيي	آية	اسم
لإبراهيم	ءبرهيم	إبراهيم	اسم
بإبراهيم	ءبرهيم	إبراهيم	اسم
إبراهيم	ءبرهيم	إبراهيم	اسم
إبراهيم	ءبرهيم	إبراهيم	اسم
وإبراهيم	ءبرهيم	إبراهيم	اسم
إدريس	ءدريس	إدريس	اسم
وإدريس	ءدريس	إدريس	اسم
إذ	إذ	إذ	أداة
وإذ	إذ	إذ	أداة
يومئذ	إذ	يومئذ	أداة
أءذا	إذا	إذا	أداة
أئذا	إذا	إذا	أداة
فإذا	إذا	إذا	أداة
وإذا	إذا	إذا	أداة
بإسحاق	سحق	إسحاق	اسم
إسحاق	سحق	إسحاق	اسم
وإسحاق	سحق	إسحاق	اسم
وإسرائيل	ءسرءيل	إسرائيل	اسم
إسرائيل	ءسرءل	إسرائيل	اسم
إسماعيل	سمعل	إسماعيل	اسم
وإسماعيل	سمعل	إسماعيل	اسم
إلا	إلا	إلا	أداة
إلى	إلى	إلى	أداة
إليه	إلى	إلى	أداة
إلينا	إلى	إلى	أداة
إليك	إلى	إلى	أداة
إليكم	إلى	إلى	أداة
وإلى	إلى	إلى	أداة
وإليه	إلى	إلى	أداة
لإلى	إلى	إلى	أداة
إلياس	سمعل	إلياس	اسم
وإلياس	ءليس	إلياس	اسم
أفإن	إن	إن	أداة
وإما	إن	إما	أداة
أءنا	إن	إن	أداة
فإن	إن	إن	أداة
إن	إن	إن	أداة
إنه	إن	إن	أداة
إنهم	إن	إن	أداة
إنكم	إن	إن	أداة
وإنه	إن	إن	أداة
أإنك	إن	إن	أداة
فإنما	إن	إنما	أداة
إنما	إن	إنما	أداة
أئنكم	إن	إنّ	أداة
الإنجيل	ءنجيل	إنجيل	اسم
إياك	إيا	إيا	أداة
وإياك	إيا	إيا	أداة
بئس	بءس	بئس	فعل
وبئس	بءس	بئس	اسم
البأس	بءس	بأس	اسم
بأس	بءس	بأس	اسم
بأسا	بءس	بأس	اسم
بأسه	بءس	بأس	اسم
بأسهم	بءس	بأس	اسم
بأسكم	بءس	بأس	اسم
البأساء	بءس	بأساء	اسم
بالبأساء	بءس	بأساء	اسم
لبئس	بءس	بئس	اسم
البائس	بءس	بائس	اسم
الأبتر	بتر	أبتر	اسم
مبثوثة	بثث	مبثوثة	اسم
منبثا	بثث	منبث	اسم
المبثوث	بثث	مبثوث	اسم
بث	بثث	بث	فعل
يبحث	بحث	بحث	فعل
أبحر	بحر	بحر	اسم
البحار	بحر	بحار	اسم
البحر	بحر	بحر	اسم
البحران	بحر	بحر	اسم
البحرين	بحر	بحر	اسم
بخس	بخس	بخس	اسم
بخسا	بخس	بخس	اسم
تبخسوا	بخس	بخس	فعل
يبخس	بخس	بخس	فعل
يبخسون	بخس	بخس	فعل
بالبخل	بخل	بخل	اسم
بخلوا	بخل	بخل	فعل
تبخلوا	بخل	بخل	فعل
ابتدعوها	بدع	ابتدع	فعل
بدعا	بدع	بدع	اسم
بديع	بدع	بديع	اسم
استبدال	بدل	استبدال	اسم
أبدله	بدل	أبدل	فعل
بدلا	بدل	بدل	اسم
بدله	بدل	بدل	فعل
فبدل	بدل	بدّل	فعل
بدلناهم	بدل	بدّل	فعل
وبدلناهم	بدل	بدّل	فعل
تبدل	بدل	تبدل	فعل
تبديل	بدل	تبديل	اسم
تبديلا	بدل	تبديل	اسم
تتبدلوا	بدل	تبدل	فعل
أتستبدلون	بدل	استبدل	فعل
يبدل	بدل	يبدل	فعل
يبدله	بدل	أبدل	فعل
يبدلهما	بدل	أبدل	فعل
وليبدلنهم	بدل	بدل	فعل
يبدلوا	بدل	بدل	فعل
يبدلونه	بدل	بدل	فعل
يتبدل	بدل	تبدل	فعل
يستبدل	بدل	استبدل	فعل
ويستبدل	بدل	استبدل	فعل
لتبدي	بدو	أبدى	فعل
مبديه	بدو	مبدي	اسم
ليبدي	بدو	أبدى	فعل
البدو	بدو	بدو	اسم
بادي	بدو	بادي	اسم
بادون	بدو	بادي	اسم
تبذر	بذر	بذر	فعل
تبذيرا	بذر	تبذير	اسم
المبذرين	بذر	مبذر	اسم
بارئكم	برء	بارئ	اسم
مبرءون	برء	مبرء	اسم
أبرئ	برء	برأ	فعل
البارئ	برء	بارئ	اسم
البرية	برء	برية	اسم
متبرجات	برج	متبرجة	اسم
البروج	برج	برج	اسم
أبرح	برح	برح	فعل
بارد	برد	بارد	اسم
البر	برر	بر	اسم
للأبرار	برر	بر	اسم
الأبرار	برر	بر	اسم
بالبر	برر	بر	اسم
لبرز	برز	برز	فعل
بارزة	برز	بارزة	اسم
إستبرق	برق	إستبرق	اسم
وإستبرق	برق	إستبرق	اسم
البرق	برق	برق	اسم
بركات	برك	بركة	اسم
وبركات	برك	بركة	اسم
وبركاته	برك	بركة	اسم
تبارك	برك	تبارك	فعل
تبارك	برك	تبارك	فعل
فتبارك	برك	تبارك	فعل
وتبارك	برك	تبارك	فعل
مبارك	برك	مبارك	اسم
مباركا	برك	مبارك	اسم
مبارك	برك	مبارك	اسم
مباركا	برك	مبارك	اسم
مباركة	برك	مباركة	اسم
المباركة	برك	مباركة	اسم
أبرموا	برم	أبرم	فعل
برهانكم	برهن	برهان	اسم
بازغا	بزغ	بازغ	اسم
بازغة	بزغ	بازغة	اسم
باسرة	بسر	باسر	اسم
باسطوا	بسط	باسط	اسم
بباسط	بسط	باسط	اسم
باسط	بسط	باسط	اسم
كباسط	بسط	باسط	اسم
بساطا	بسط	بساط	اسم
البسط	بسط	بسط	اسم
بسطة	بسط	بسطة	اسم
تبسطها	بسط	بسط	فعل
مبسوطتان	بسط	مبسوطة	اسم
يبسط	بسط	بسط	فعل
فيبسطه	بسط	بسط	فعل
يبسطوا	بسط	بسط	فعل
ويبسطوا	بسط	بسط	فعل
باسقات	بسق	باسقة	اسم
أبسلوا	بسل	أبسل	فعل
فاستبشروا	بشر	استبشر	فعل
وأبشروا	بشر	أبشر	فعل
باشروهن	بشر	باشروا	فعل
للبشر	بشر	بشر	اسم
لبشر	بشر	بشر	اسم
بشرا	بشر	بشر	اسم
فبشر	بشر	بشر	فعل
فبشره	بشر	بشر	فعل
فبشرهم	بشر	بشر	فعل
وبشر	بشر	بشر	فعل
أبشرتموني	بشر	بشّر	فعل
بشرناك	بشر	بشّر	فعل
فبشرناه	بشر	بشّر	فعل
فبشرناها	بشر	بشّر	فعل
وبشرناه	بشر	بشّر	فعل
البشرى	بشر	بشرى	اسم
بالبشرى	بشر	بشرى	اسم
بشرى	بشر	بشرى	اسم
بشراكم	بشر	بشرى	اسم
وبشرى	بشر	بشرى	اسم
البشير	بشر	بشير	اسم
بشيرا	بشر	بشير	اسم
وبشير	بشر	بشير	اسم
تبشروهن	بشر	باشر	فعل
لتبشر	بشر	بشّر	فعل
تبشرون	بشر	بشّر	فعل
مبشرين	بشر	مبشر	اسم
ومبشرا	بشر	مبشر	اسم
مستبشرة	بشر	مستبشرة	اسم
نبشرك	بشر	بشر	فعل
يبشرهم	بشر	بشر	فعل
يبشرك	بشر	بشر	فعل
ويبشر	بشر	بشر	فعل
يستبشرون	بشر	استبشر	فعل
ويستبشرون	بشر	استبشر	فعل
وأبصر	بصر	أبصر	فعل
أبصارهم	بصر	بصر	اسم
أبصارها	بصر	بصر	اسم
أبصارهن	بصر	بصر	اسم
أبصارنا	بصر	بصر	اسم
أبصاركم	بصر	بصر	اسم
الأبصار	بصر	بصر	اسم
البصر	بصر	بصر	اسم
بأبصارهم	بصر	بصر	اسم
بالأبصار	بصر	بصر	اسم
بالبصر	بصر	بصر	اسم
بصره	بصر	بصر	اسم
فبصرك	بصر	بصر	اسم
وأبصارهم	بصر	بصر	اسم
وأبصاركم	بصر	بصر	اسم
والأبصار	بصر	بصر	اسم
والبصر	بصر	بصر	اسم
بصرت	بصر	بصر	فعل
فبصرت	بصر	بصر	فعل
بصير	بصر	بصير	اسم
والبصير	بصر	بصير	اسم
بصائر	بصر	بصيرة	اسم
بصيرة	بصر	بصيرة	اسم
فستبصر	بصر	أبصر	فعل
تبصرة	بصر	تبصرة	اسم
مبصرا	بصر	مبصر	اسم
مبصرون	بصر	مبصر	اسم
مبصرة	بصر	مبصرة	اسم
مستبصرين	بصر	مستبصر	اسم
يبصر	بصر	أبصر	فعل
يبصروا	بصر	أبصر	فعل
يبصرون	بصر	أبصر	فعل
يبصرونهم	بصر	أبصر	فعل
ويبصرون	بصر	أبصر	فعل
بضاعتهم	بضع	بضاعة	اسم
ليبطئن	بطء	بطأ	فعل
بطش	بطش	بطش	اسم
بطشا	بطش	بطش	اسم
البطشة	بطش	بطشة	اسم
بطشتنا	بطش	بطشة	اسم
بطشتم	بطش	بطش	فعل
نبطش	بطش	بطش	فعل
يبطش	بطش	بطش	فعل
يبطشون	بطش	بطش	فعل
أفبالباطل	بطل	باطل	اسم
الباطل	بطل	باطل	اسم
بالباطل	بطل	باطل	اسم
باطلا	بطل	باطل	اسم
والباطل	بطل	باطل	اسم
وبطل	بطل	بطل	فعل
تبطلوا	بطل	أبطل	فعل
مبطلون	بطل	مبطل	اسم
المبطلون	بطل	مبطل	اسم
سيبطله	بطل	أبطل	فعل
ويبطل	بطل	أبطل	فعل
البطون	بطن	بطن	اسم
باطنه	بطن	باطن	اسم
ابعث	بعث	بعث	فعل
وابعث	بعث	بعث	فعل
فابعثوا	بعث	بعث	فعل
انبعاثهم	بعث	انبعاث	اسم
انبعث	بعث	انبعث	فعل
أبعث	بعث	بعث	فعل
البعث	بعث	بعث	اسم
بعث	بعث	بعث	فعل
بعثه	بعث	بعث	فعل
بعثكم	بعث	بعث	فعل
فبعث	بعث	بعث	فعل
لبعثنا	بعث	بعث	فعل
بعثناهم	بعث	بعث	فعل
بعثناكم	بعث	بعث	فعل
وبعثنا	بعث	بعث	فعل
لتبعثن	بعث	بعث	فعل
تبعثون	بعث	بعث	فعل
لمبعوثون	بعث	مبعوث	اسم
مبعوثون	بعث	مبعوث	اسم
بمبعوثين	بعث	مبعوث	اسم
نبعث	بعث	بعث	فعل
ليبعثن	بعث	بعث	فعل
يبعث	بعث	بعث	فعل
يبعثهم	بعث	بعث	فعل
يبعثك	بعث	بعث	فعل
يبعثكم	بعث	بعث	فعل
يبعثوا	بعث	بعث	فعل
يبعثون	بعث	بعث	فعل
بعثر	بعثر	بعثر	فعل
بعثرت	بعثر	بعثر	فعل
بعد	بعد	بعد	أداة
بعدي	بعد	بعد	أداة
بعده	بعد	بعد	أداة
بعدهم	بعد	بعد	أداة
بعدها	بعد	بعد	أداة
بعدهن	بعد	بعد	أداة
بعدك	بعد	بعد	أداة
بعدكم	بعد	بعد	أداة
فبعدا	بعد	بعد	اسم
بعدت	بعد	بعد	فعل
البعيد	بعد	بعيد	اسم
ببعيد	بعد	بعيد	اسم
بعيدا	بعد	بعيد	اسم
مبعدون	بعد	مبعد	اسم
لبعض	بعض	بعض	اسم
ببعض	بعض	بعض	اسم
ببعضها	بعض	بعض	اسم
بعض	بعض	بعض	اسم
بعضا	بعض	بعض	اسم
بعضه	بعض	بعض	اسم
بعضهم	بعض	بعض	اسم
بعضها	بعض	بعض	اسم
بعضنا	بعض	بعض	اسم
بعضكم	بعض	بعض	اسم
لبعولتهن	بعل	بعل	اسم
بغتة	بغت	بغتة	اسم
البغضاء	بغض	بغضاء	اسم
والبغضاء	بغض	بغضاء	اسم
ابتغاء	بغي	ابتغاء	اسم
وابتغاء	بغي	ابتغاء	اسم
وابتغاؤكم	بغي	ابتغاء	اسم
لابتغوا	بغي	ابتغى	فعل
ابتغى	بغي	ابتغى	فعل
ابتغيت	بغي	ابتغى	فعل
أبتغي	بغي	ابتغى	فعل
أبغي	بغي	بغي	فعل
أبغيكم	بغي	بغي	فعل
باغ	بغي	باغي	اسم
البغاء	بغي	بغاء	اسم
فبغى	بغي	بغى	فعل
البغي	بغي	بغي	اسم
ببغيهم	بغي	بغي	اسم
بغيا	بغي	بغي	اسم
والبغي	بغي	بغي	اسم
لتبتغوا	بغي	ابتغى	فعل
ولتبتغوا	بغي	ابتغى	فعل
تبتغون	بغي	ابتغى	فعل
تبتغي	بغي	ابتغى	فعل
تبغونها	بغي	أبغي	فعل
وتبغونها	بغي	أبغي	فعل
تبغي	بغي	أبغي	فعل
نبتغي	بغي	ابتغي	فعل
نبغ	بغي	بغى	فعل
نبغي	بغي	بغى	فعل
أيبتغون	بغي	ابتغى	فعل
يبغون	بغي	بغى	فعل
يبغونكم	بغي	بغى	فعل
ويبغون	بغي	بغى	فعل
ويبغونها	بغي	بغى	فعل
ليبغي	بغي	بغى	فعل
يبغيان	بغي	بغى	فعل
ينبغي	بغي	بغي	فعل
البقر	بقر	بقرة	اسم
البقعة	بقع	بقعة	اسم
أبقى	بقي	أبقى	اسم
وأبقى	بقي	أبقى	اسم
الباقين	بقي	باقي	اسم
باق	بقي	باقي	اسم
باقية	بقي	باقية	اسم
والباقيات	بقي	باقية	اسم
بقي	بقي	بقي	فعل
وبقية	بقي	بقية	اسم
تبقي	بقي	أبقى	فعل
ويبقى	بقي	بقى	فعل
والإبكار	بكر	إبكار	اسم
أبكارا	بكر	بكر	اسم
بكم	بكم	بكم	اسم
وبكم	بكم	بكم	اسم
وبكما	بكم	بكم	اسم
أبكم	بكم	أبكم	اسم
البكم	بكم	أبكم	اسم
البلد	بلد	بلد	اسم
لبلد	بلد	بلد	اسم
البلدة	بلد	بلدة	اسم
بلدا	بلد	بلد	اسم
إبليس	بلس	إبليس	اسم
لمبلسين	بلس	مبلس	اسم
مبلسون	بلس	مبلس	اسم
ابلعي	بلع	بلع	فعل
أبلغ	بلغ	أبلغ	فعل
أبلغه	بلغ	أبلغ	فعل
أبلغكم	بلغ	أبلغ	فعل
أبلغتكم	بلغ	أبلغ	فعل
وأبلغكم	بلغ	أبلغ	فعل
أبلغوا	بلغ	أبلغ	فعل
بالغيه	بلغ	بالغ	اسم
بالغوه	بلغ	بالغ	اسم
ببالغيه	بلغ	بالغ	اسم
ببالغه	بلغ	بالغ	اسم
البالغة	بلغ	بالغة	اسم
لبلاغا	بلغ	بلاغ	اسم
البلاغ	بلغ	بلاغ	اسم
بلغ	بلغ	بلغ	فعل
بلغني	بلغ	بلغ	فعل
وبلغ	بلغ	بلغ	فعل
بلغا	بلغ	بلغا	فعل
بلغت	بلغ	بلغ	فعل
وبلغت	بلغ	بلغ	فعل
بلغن	بلغ	بلغ	فعل
فبلغن	بلغ	بلغ	فعل
وبلغنا	بلغ	بلغ	فعل
بلغوا	بلغ	بلغ	فعل
بليغا	بلغ	بليغ	فعل
تبلغ	بلغ	بلغ	فعل
لتبلغوا	بلغ	بلغ	فعل
ولتبلغوا	بلغ	بلغ	فعل
مبلغهم	بلغ	مبلغ	فعل
ليبلغ	بلغ	بلغ	فعل
يبلغ	بلغ	بلغ	فعل
يبلغا	بلغ	بلغ	فعل
يبلغن	بلغ	بلغ	فعل
يبلغوا	بلغ	بلغ	فعل
يبلغون	بلغ	بلغ	فعل
وابتلوا	بلو	ابتلى	فعل
ابتلى	بلو	ابتلى	فعل
ابتله	بلو	ابتلى	فعل
البلاء	بلو	بلاء	اسم
بلاء	بلو	بلاء	اسم
بلونهم	بلو	بلونا	فعل
وبلونهم	بلو	بلى	فعل
لتبلون	بلو	أبلى	فعل
