word	root	lemma
لحلف	جذر	حلف
لدى	جذر	لدى
لدي	جذر	ولد;لد
لدينا	جذر	دين;ولد;لدى;لد
لديه	جذر	ولد;لد;لدى
لروسيا	جذر	روسيا
لسان	جذر	لسان
لست	جذر	ست;لست
لسكك	جذر	سك;سكك
لسلطانه	جذر	سلطان
لسنا	جذر	لسن;سنا;لسنا;سن
لسنة	جذر	لسن;سن;سنة
لشن	جذر	شن
لصحافيين	جذر	صحافي
لصوصيتك	جذر	لصوص;صوص;لصوصي;لصوصية
لطائف	جذر	لطائف;طائف
لطالما	جذر	طالما
لعاب	جذر	لعاب;عاب
لعب	جذر	عب;لعب
لعبة	جذر	لعبة;عب;لعب
لعبت	جذر	عب;عبى;لعب;عبا;عاب
لعل	جذر	لعل;عل
لعنة	جذر	لعنة
لفتت	جذر	فتت;فت;فات;لفت;فتا
لفلسطين	جذر	فلسطين
لفيروز	جذر	فيروز
لقاء	جذر	قاء;لقاء
لقبا	جذر	لقب;قب;قبا
لقد	جذر	قد
لقطات	جذر	لقطة;قط;لقط;لقطات
لك	جذر	لاك;لك
لكسب	جذر	كسب
لكسر	جذر	كسر
لكن	جذر	لكن;لاك;لك;كن
لكنني	جذر	لكن;لاك;كن;لك
لكنه	جذر	لكن;لاك;كنه;لك;كن
لكني	جذر	لاك;كنة;لكن;كنى;لكنة;لك
لكيم	جذر	كيم
للأبد	جذر	أبد
للأعراف	جذر	أعراف
للإيقاع	جذر	إيقاع
للتحرر	جذر	تحرر
للتخلص	جذر	تخلص
للتعب	جذر	تعب
للتقارب	جذر	تقارب
للتكوين	جذر	تكوين
للتوصل	جذر	توصل
للجائع	جذر	جائع
للحوت	جذر	حوت;لحا
للروائي	جذر	روائي;رواء
للزمان	جذر	زمان
للعيش	جذر	عيش
للمفاوضات	جذر	مفاوض;مفاوضة
للملاكم	جذر	ملاكم
للمواقيت	جذر	مواقيت
للميلاد	جذر	ميلاد
للنظرية	جذر	نظرة;نظرية;نظري;نظر
للنيويورك	جذر	نيويورك
للوطن	جذر	لوط;وطن
للوقاية	جذر	وقاية
لم	جذر	لم;لام
لما	جذر	لم;لما
لمارادونا	جذر	مارادونا
لمجلة	جذر	مجلة
لمحمد	جذر	محمد
لمدة	جذر	مدة;مد
لمربع	جذر	مربع
لمستحضرات	جذر	مستحضر
لمشوار	جذر	مشوار
لمكانة	جذر	مكانة;مكان
لملك	جذر	مل;ملك
لمملكة	جذر	مملك;مملكة
لمن	جذر	من;لم;لام
لمنحة	جذر	منح;منحة
لمنزل	جذر	منزل
لمواصلة	جذر	مواصلة;مواصل
لن	جذر	لن;لان
لنا	جذر	لنا
لنجم	جذر	أجم;وجم;جم;نجم;جام
له	جذر	وله;له;لهى;لاه
لها	جذر	وله;لها
لهزات	جذر	هزة
لهفوة	جذر	هفوة
لو	جذر	لوى;لو
لوس	جذر	لوس
لوكا	جذر	لاك
لولادة	جذر	ولادة
لون	جذر	لون;ون;لوى
لي	جذر	لي
ليأتي	جذر	أتى
ليبيا	جذر	ليبي;ليبيا
ليبيريا	جذر	ليبيري;ليبيريا
ليتم	جذر	تم;يتم;أتم
ليتها	جذر	ليت
ليجيبها	جذر	جيب;جاب;أجاب
ليخر	جذر	خر;خار
ليخفي	جذر	أخفى;خفى
ليس	جذر	ليس
ليست	جذر	ليس;ليست
ليسلم	جذر	سلم;أسلم
ليسوا	جذر	ليس;ليسوا
ليعلن	جذر	عال;أعال;على;علن;علا;عل;أعلى;أعلن
ليعيل	جذر	عيل;أعال
ليفربول	جذر	ليفربول
ليقدمها	جذر	أقدم;قدم
ليقعوا	جذر	وقع;أقعى
ليكون	جذر	كوى;كون;كان
ليمثل	جذر	مثل;أمثل
لينقلوا	جذر	أنقل;نقل
ليون	جذر	ونى;أونى
مألوف	جذر	مألوف
مؤامرة	جذر	مؤامرة
مؤتمر	جذر	مؤتمر
مؤخرا	جذر	مؤخر
مؤذية	جذر	مؤذي
مؤسس	جذر	مؤسس
مؤشر	جذر	مؤشر
ما	جذر	ما
ماتت	جذر	مات
ماديا	جذر	مادي
مارس	جذر	مارس
مانشستر	جذر	مانشستر
ماهرة	جذر	ماهر
مايو	جذر	مايو
مبارك	جذر	مبار;مبارك
مباشرة	جذر	مباشرة;مباشر
مبدعا	جذر	مبدع
متتالية	جذر	متتالي
متجر	جذر	متجر
متجهة	جذر	متجه
متحف	جذر	متحف
مترابط	جذر	مترابط
مترتبة	جذر	مترتب
متسارع	جذر	متسارع
متسمرون	جذر	متسمر
متشعبة	جذر	متشعب
متصوفون	جذر	متصوف
متعددة	جذر	متعدد
متعلقان	جذر	متعلق
متقاربة	جذر	متقارب
متقطع	جذر	متقطع
متلعثما	جذر	متلعثم
متميزة	جذر	متميز
متنها	جذر	مات;متن;مت
متهم	جذر	مات;متهم;مت
متواضعة	جذر	متواضع
متواطئ	جذر	متواطئ
متوترة	جذر	متوتر
متوج	جذر	متوج
متوجسا	جذر	متوجس
متوحشة	جذر	متوحش
متورطا	جذر	متورط
متوقع	جذر	متوقع
متوقفة	جذر	متوقف
مثلي	جذر	مثل;مثلي
مجابهة	جذر	مجابه;مجابهة
مجازر	جذر	مجازر
مجانيا	جذر	مجان;مجاني
مجددا	جذر	مجدد
مجرى	جذر	مجرى
مجرياتها	جذر	مجرة;مجرى
مجمعة	جذر	مجمع
مجيئه	جذر	مجيء
محاصرة	جذر	محاصر;محاصرة
محاط	جذر	محاط
محافظة	جذر	محافظ;محافظة
محاولة	جذر	محاولة;محاول
محبطة	جذر	محبط
محتويات	جذر	محتوى;محتويات
محدود	جذر	محدود
محفظة	جذر	محفظة
محكمة	جذر	محكمة;محكم
محل	جذر	محل
محليا	جذر	محلي;محل
محمدوف	جذر	محمدوف
محور	جذر	محور
مخادعة	جذر	مخادع;مخادعة
مخاطبا	جذر	مخاطب
مخططا	جذر	مخطط
مخيلتي	جذر	مخيلة;مخيل
مدار	جذر	مدار
مدانة	جذر	مدان
مدراء	جذر	مدراء
مدرجات	جذر	مدرج
مدريد	جذر	مدريد
مدى	جذر	مدى
مدير	جذر	مدير
مذكرا	جذر	مذكر
مذنب	جذر	مذنب
مراد	جذر	مراد
مراسلة	جذر	مراسل;مراسلة
مراعاة	جذر	مراعاة
مراقبة	جذر	مراقبة;مراقب
مربوطة	جذر	مربوط
مرتعا	جذر	مرتع
مرتين	جذر	مر
مردوده	جذر	مردود
مرشد	جذر	مرشد
مرغمة	جذر	مرغم
مركبة	جذر	مركبة;مركب
مرمى	جذر	مرمى
مرنة	جذر	مرن
مرهقة	جذر	مرهق
مريحة	جذر	مريح
مريضا	جذر	مريض
مزارعهم	جذر	مزارع
مزيجا	جذر	مزيج
مسابقة	جذر	مسابق;مسابقة
مساحات	جذر	مساح;مساحة
مسالمة	جذر	مسالمة;مسالم
مسامحتهم	جذر	مسامح
مساندة	جذر	مساندة;مساند
مستائين	جذر	مستاء
مستحيل	جذر	مستحيل
مستعدة	جذر	مستعد
مستقبليا	جذر	مستقبلي;مستقبل
مستقلا	جذر	مستقل
مستمر	جذر	مستمر
مستنفرة	جذر	مستنفر
مستوطنة	جذر	مستوطن
مستويات	جذر	مستوي;مستوى
مسجلة	جذر	مسجلة;مسجل
مسحوقا	جذر	مسحوق
مسدود	جذر	مسدود
مسرحية	جذر	مسرحي;مسرح
مسودة	جذر	مسودة;مسود
مشابهة	جذر	مشابه;مشابهة
مشارف	جذر	مشارف
مشانقنا	جذر	مشانق
مشاهدة	جذر	مشاهد;مشاهدة
مشاورات	جذر	مشاور;مشاورة
مشحونة	جذر	مشحون
مشغول	جذر	مشغول
مصر	جذر	مصر
مصطلح	جذر	مصطلح
مصممة	جذر	مصمم
مصوبة	جذر	مصوب
مضت	جذر	مضى;مض
مضى	جذر	مضى
مطار	جذر	مطار
مطالب	جذر	مطالب
مطبخ	جذر	مطبخ
مطبق	جذر	مطبق
مطيعة	جذر	مطيع
مظاهر	جذر	مظاهر
مظلم	جذر	مظلم
معاملة	جذر	معاملة;معامل
معتبر	جذر	معتبر
معدات	جذر	معدة;معد;معدات
معدودات	جذر	معدود
معذرة	جذر	معذرة;معذر
معرفة	جذر	معرف;معرفة
معظم	جذر	معظم
معك	جذر	معك;مع
معلقة	جذر	معلق
معمر	جذر	معمر
معه	جذر	مع
معهد	جذر	معهد
معهود	جذر	معهود
معي	جذر	معي;مع
مغاربي	جذر	مغارب;مغاربي;مغاربة
مغلقة	جذر	مغلق
مفاجئ	جذر	مفاجئ
مفادها	جذر	مفاد
مفارقة	جذر	مفارق;مفارقة
مفتاح	جذر	مفتاح
مفتوح	جذر	مفتوح
مفدي	جذر	مفدي
مفردات	جذر	مفرد
مفرطة	جذر	مفرط
مفروشا	جذر	مفروش
مقارنة	جذر	مقارنة;مقارن
مقام	جذر	مقام
مقبرة	جذر	مقبرة;مقبر
مقتل	جذر	مقتل
مقدس	جذر	مقدس
مكافحة	جذر	مكافحة;مكافح
مكانا	جذر	مكا;مكان;مك
مكب	جذر	مكب
مكتوب	جذر	مكتوب
مكثفة	جذر	مكثف
مكرمة	جذر	مكرمة;مكرم
مكسب	جذر	مكسب
مكوناتها	جذر	مكون
ملؤها	جذر	ملء
ملابس	جذر	ملابس
ملحة	جذر	ملحة;ملح
ملحمي	جذر	ملحم;ملحمة
ملعقة	جذر	ملعقة;ملعق
ملك	جذر	ملك;مال;مل
ملوك	جذر	مل;ملوك
مليئة	جذر	مليئة
مما	جذر	مما
ممارسة	جذر	ممارسة;ممارس
ممتازا	جذر	ممتاز
ممثلة	جذر	ممثل
مملة	جذر	ممل
ممن	جذر	ممن
مناسب	جذر	مناسب
مناسبات	جذر	مناسب;مناسبة
منتدى	جذر	منتدى
منتظر	جذر	منتظر
منتوج	جذر	منتوج
منحازا	جذر	منحاز
منحت	جذر	منحت;منح
منخفض	جذر	منخفض
مندهشة	جذر	مندهش
منزعجا	جذر	منزعج
منزلي	جذر	منزلة;منزلي;منزل
منشور	جذر	منشور
منطقها	جذر	منطق
منظمة	جذر	منظمة;منظم
منعدما	جذر	منعدم
منغصات	جذر	منغص
منفصلة	جذر	منفصل
منقلاتي	جذر	منقلة;منقل
منهزمة	جذر	منهزم
مني	جذر	منى;مني;من;منة
مهابة	جذر	مهاب;مهابة
مهارة	جذر	مهارة;مهار
مهد	جذر	مهد
مهلكم	جذر	مهل
مهما	جذر	مهما;مهم
موارد	جذر	موارد
مواسم	جذر	مواسم
مواطنيهم	جذر	مواطن;مواطنة
مواهب	جذر	مواهب
موبقات	جذر	موبقة
موجة	جذر	موج;موجة
موحشة	جذر	موحش
موسكو	جذر	موسكو
موسيقى	جذر	موسيقى
موضوع	جذر	موضوع
موظفا	جذر	موظف
موعد	جذر	موعد
مولاي	جذر	مول;مولى;مال
مولع	جذر	مولع
موناكو	جذر	موناكو
ميت	جذر	مات;ميت
ميسي	جذر	ماس;ميس
ميل	جذر	ميل;مال
مينوي	جذر	مين
نائب	جذر	نائب
ناجحا	جذر	ناجح
ناحية	جذر	ناحية;ناحي
نادت	جذر	نادى
ناديه	جذر	نادى;نادي
ناصية	جذر	ناصية
نافذة	جذر	نافذة;نافذ
ناقشت	جذر	ناقش
نال	جذر	نال
ناهيك	جذر	ناهي
نبوءة	جذر	نبوءة
نتج	جذر	نتج
نجاح	جذر	نجاح;جاح
نجح	جذر	نجح;جاح
نجحت	جذر	نجح
نجدها	جذر	وجد;أجاد;جاد;نجد;أجدى
نجمه	جذر	أجم;وجم;نجم
نجوم	جذر	نجوم;جام
نحن	جذر	حن;حان;حنا;حنى;ناح;أحنى;نحى;نحن;وحن;نح
نحو	جذر	حوي;نحو;حوى
نحوها	جذر	نحى;نحو;حوى
نزال	جذر	أزال;زال;نزال
نزيف	جذر	نزيف;زيف
نسأل	جذر	سأل
نساء	جذر	ساء;نساء;أساء
نسب	جذر	نسب;سبى;سب
نستعرض	جذر	استعرض
نسخة	جذر	نسخة;نسخ
نسمة	جذر	نسم;نسمة
نسمع	جذر	أسمع;سمع
نشأتها	جذر	نشأ;نشأة
نشر	جذر	نشر;شار;أشار;شرى;شري;شر;وشر;أشرى
نشرات	جذر	نشر;نشرة
نشرت	جذر	نشر
نشره	جذر	نشر;شار;أشار;شرى;شر;شره;وشر;أشرى
نشرها	جذر	نشر;شار;أشار;شرى;شر;وشر;أشرى
نشيد	جذر	أشاد;نشيد;شاد;شيد
نص	جذر	نص
نصر	جذر	صار;صر;أصر;نصر
نصف	جذر	وصف;صاف;صفى;أصفى;نصف;صف;صفا
نصيب	جذر	نصيب;أصاب
نطاق	جذر	أطاق;نطاق;طاق
نظائر	جذر	نظائر
نظر	جذر	ظر;نظر
نظرة	جذر	نظرة;نظر
نعم	جذر	عمى;عام;عمي;نعم;عم;أعمى
نعيشه	جذر	عيش;أعاش
نفس	جذر	نفس;فسا
نفسية	جذر	نفسي;نفس;نفسة;نفسى
نفعهم	جذر	نفع
نفوذه	جذر	نفوذ
نقاش	جذر	نقاش
نقاط	جذر	نقاط
نقطة	جذر	نقطة;نقط
نقل	جذر	قل;قلا;قال;قلى;أقال;نقل
نقلت	جذر	نقل
نكتة	جذر	نكت;نكتة
نملة	جذر	نمل;نملة
نموا	جذر	نما;نم;نمو;نمى
نواحي	جذر	نواح
نوبل	جذر	نابل;وبل
نور	جذر	ورى;وري;أورى;نور
نورية	جذر	نورى;نور
نوع	جذر	وعى;أوعى;نوع
نوعا	جذر	نوع;ناع
نوعيات	جذر	نوعة;نوعي;نوع
نوفمبر	جذر	نوفمبر
نية	جذر	نية
نيجيريا	جذر	نيجيريا;نيجيري
نيسان	جذر	نيسان
نيكولا	جذر	نيكول;نيكولا
نيكولاي	جذر	نيكول;نيكولاي;نيكولا
نيويوركر	جذر	نيويوركر
هؤلاء	جذر	هؤلاء
ها	جذر	ها
هائلة	جذر	هائل
هاربا	جذر	هارب
هاما	جذر	هام
هامدة	جذر	هامد
هانئا	جذر	هانئ
هتلر	جذر	هتلر
هدم	جذر	هدم
هدى	جذر	هدى
هرب	جذر	هرب
هزائم	جذر	هزائم
هزلية	جذر	هزل;هزلى;هزلة
هزمت	جذر	هزم
هكذا	جذر	هكذا
هل	جذر	هال;وهل;هل
هم	جذر	هام;هم;وهم
همام	جذر	همام
هنا	جذر	وهن;هن;هنا
هناك	جذر	هناك
هندا	جذر	هند
هنري	جذر	هنري
هواري	جذر	هوارة
هي	جذر	هي
هيكلها	جذر	هيكل
و	جذر	و
وآليات	جذر	آلة;آلي
وأبيه	جذر	أبي;وأب
وأجبر	جذر	أجبر;جبر
وأدرك	جذر	أدر;أدرى;أدار;دار;أدرك;درك;درى
وأراضيها	جذر	راضى;أراضي
وأزمنة	جذر	أزمنة;أزمن
وأشار	جذر	شار;أشار;شارى
وأصبحت	جذر	أصبح
وأصدقاءهم	جذر	أصدقاء
وأصوله	جذر	صول;أصول
وأضافت	جذر	أضاف
وأضرار	جذر	أضرار
وأكدت	جذر	أكد;أكدى
وألحقت	جذر	ألحق
وألهبت	جذر	ألهب
وألوانه	جذر	ألوان
وأمثالي	جذر	أمثال
وأنباء	جذر	أنباء
وأنتم	جذر	انتمى;أنتم
وأنهار	جذر	انهار;أنهار
وأهله	جذر	هال;أهل
وأوائل	جذر	أوائل
وأوراقه	جذر	أوراق
وأوروبا	جذر	أوروبا
وأيقن	جذر	يقن;أيقن
وإحصائيات	جذر	إحصائي;إحصاء
وإدمان	جذر	إدمان
وإشادة	جذر	إشادة
وائل	جذر	ألي
واتخاذ	جذر	اتخاذ
واحتيال	جذر	احتيال
واحد	جذر	حدي;واحد;حدا
وادي	جذر	واد
واستجداء	جذر	استجداء
واستعدادهم	جذر	استعداد
واضح	جذر	واضح;ضحا;ضحي
وافتتاح	جذر	افتتاح
وافق	جذر	وافق;فقا
واقعية	جذر	واقع;واقعة;واقعي;واقعية
واقعيين	جذر	واقعي
والأحياء	جذر	أحياء
والأذى	جذر	أذى
والأردن	جذر	أردن
والأعلام	جذر	أعلام
والأهازيج	جذر	أهازيج
والإمكانات	جذر	إمكان
والاستماع	جذر	استماع
والاغتراب	جذر	اغتراب
والالتزام	جذر	التزام
والبحرين	جذر	بحرين;بحر
والبديهيات	جذر	بديهي;بديهة;بديه
والبيروقراطية	جذر	بيروقراطي;بيروقراطية
والتخويف	جذر	تخويف
والتشبيهات	جذر	تشبيه
والتغليف	جذر	تغليف
والتقديم	جذر	تقديم
والتقلبات	جذر	تقلب
والتكهنات	جذر	تكهن
والثقافي	جذر	ثقافة;ثقافي;ثقاف
والجغرافيا	جذر	جغرافيا;جغرافي
والجلفة	جذر	جلف;جلفة
والجمال	جذر	جمال
والجوعى	جذر	جوعى
والحزن	جذر	حزن
والحقل	جذر	حقل
والخطب	جذر	خطب
والدمار	جذر	دمار
والصراخ	جذر	صراخ
والعتاد	جذر	عتاد
والعدوة	جذر	عدوة;عدو
والعنصرية	جذر	عنصرية;عنصر;عنصري
والغاز	جذر	غاز
والغرابة	جذر	غراب
والفعالة	جذر	فعال
والفلسفية	جذر	فلسفة;فلسفي
والفني	جذر	والف;فن
والقارية	جذر	قارية;قار;قارة;قاري
والقذارة	جذر	قذارة
والقسمة	جذر	قسم;قسمة
والقضاة	جذر	قضاة
والقنصليات	جذر	قنصلية;قنصل
والقهر	جذر	قهر
والمبادلات	جذر	مبادل;مبادلة
والمتسببين	جذر	متسبب
والمتعجرف	جذر	متعجرف
والمجاعات	جذر	مجاعة
والمجرات	جذر	مجرة
والمحراث	جذر	محراث
والمحصن	جذر	محصن
والمصائب	جذر	مصائب
والمعدمين	جذر	معدم
والمفكر	جذر	مفكر
والمكسيك	جذر	مكسيك
والملجأ	جذر	ملجأ
والممتلكات	جذر	ممتلك
والمنشآت	جذر	منشآت;منشأ;منشأة
والهرسك	جذر	هرسك
والهزل	جذر	هزل
والهياكل	جذر	هياكل
والوعيد	جذر	وعيد
والوهابية	جذر	وهاب;وهابي;وهابية
واليمن	جذر	يمن
واندمج	جذر	اندمج
وانعدام	جذر	انعدام
وبالأخص	جذر	أخص
وبالاستعانة	جذر	استعانة
وبراعتهم	جذر	براع;براعة
وبرهان	جذر	برهان;رهان
وبقية	جذر	بق;بقية
وبيئيا	جذر	وبيء
وبيداي	جذر	بيد
وتبعيتك	جذر	تبعة
وتتسابق	جذر	تسابق
وتتصاعد	جذر	تصاعد
وتجنيبهم	جذر	تجنيب
وتحس	جذر	حس;تحسي;تحسى;حسى;حسا;أحس
وتحققت	جذر	تحقق
وتختلف	جذر	اختلف
وتخفت	جذر	خفت;تخفى
وتدمير	جذر	تدمير
وتذاكر	جذر	تذاكر;ذاكر
وترجمة	جذر	ترجمة
وترحيبهم	جذر	ترحيب
وترنيمة	جذر	ترنيم;ترنيمة
وترينيداد	جذر	ترينيداد
وتزاحم	جذر	زاحم;تزاحم
وتساءلت	جذر	تساءل
وتسعد	جذر	سعد;أسعد
وتسوق	جذر	سوق;ساق;تسوق
وتصفحون	جذر	صفح
وتصفيتها	جذر	تصفية
وتضيف	جذر	ضيف;أضاف;ضاف
وتكبرون	جذر	كبر;أكبر
وتكره	جذر	أكرى;كرى;وكر;كره;كرا;أكره;تكره;كر
وتلاعب	جذر	تلاعب;لاعب
وتلاوة	جذر	تلاوة
وتلك	جذر	لاك;تلى;لك;تلك;تل;لكي
وتمرداتها	جذر	تمرد
وتمسك	جذر	تمسك;أمسك;ماس;أمسى;مسك;مسى;أمس;مس
وتمييزا	جذر	تمييز
وتنبغي	جذر	نبغ;انبغى
وتنتمي	جذر	انتمى;وتن
وتنشر	جذر	نشر;تنشر;أنشر
وتيرة	جذر	وتيرة
وثقتها	جذر	وثق;ثقة;وثقة
وثمانين	جذر	ثماني
وثيقة	جذر	وثيق
وجدتها	جذر	وجد;جد;جدة;وجدة;جاد
وجسارة	جذر	جسارة;جسار
وجهاته	جذر	وجه;جهة;وجهة
وجوب	جذر	وجوب;جوب
وجود	جذر	جود;وجود
وجودا	جذر	جود;جاد;وجود
وجوه	جذر	جو;وجوه
وحدة	جذر	حدة;وحد;حد;وحدة
وحدك	جذر	حد;وحد
وحشمتهن	جذر	حشمة;حشم
وحكايات	جذر	حكاية
وحلب	جذر	حلب
وحماقات	جذر	حماق;حماقة
وحواسيب	جذر	حواسيب
وحولها	جذر	حول;وحول
وحيا	جذر	حيا;وحى;وحي;حي
وحيدا	جذر	وحيد;حيد;حاد
وخجولا	جذر	خجول
وخطاياي	جذر	خطايا
ودارجين	جذر	دارج
وداعية	جذر	وداعة;وداع;داعي
ودست	جذر	دسى;دست;دس;دسا;داس
ودمشق	جذر	دمشق
ودية	جذر	ودي;ود;دية
وذكي	جذر	ذكي;ذكى;ذكا
ورجة	جذر	رج;رجة
وردة	جذر	وردة;رد;ردة;ورد
ورشات	جذر	ورشة;ورش;رش
ورطة	جذر	ورطة
ورقة	جذر	رقة;ورق;رق;ورقة
ورمي	جذر	رمى;رمة;رمي;رم;ورم
وزملاءه	جذر	زملاء
وزو	جذر	وز;وزو
وزير	جذر	زار;زير;وزير
وزيرة	جذر	وزير;زيرة;زير
وسائل	جذر	ساءل;سائل;وسائل
وسادته	جذر	وساد;سادة;وسادة;ساد
وسذاجة	جذر	سذاج;سذاجة
وسرعان	جذر	سرع;سرعان
وسط	جذر	وسط;ساط
وسلوكياته	جذر	سلوك
وسم	جذر	سام;سمى;سم;وسم
وسيطة	جذر	وسيط
وشاحه	جذر	وشاح;شاح
وشتم	جذر	شتم
وشلف	جذر	شلف
وصادم	جذر	صادم
وصايا	جذر	وصايا
وصغار	جذر	صغار
وصف	جذر	صفى;صاف;صف;وصف
وصفتها	جذر	صفة;وصف;صاف;صفى;صف;صفا;وصفة
وصل	جذر	وصل;صل;صلى;صال
وصلت	جذر	صلت;صل;صلى;وصل;صال
وصول	جذر	صول;وصول
وصولا	جذر	صول;وصول;صال
وصيانة	جذر	صيانة
وصية	جذر	وصية;وصي
وضحك	جذر	وضح;ضحك;ضحى
وضحكات	جذر	ضحك;ضحكة
وضحية	جذر	ضحية;وضحة;وضحى;وضح;ضحى
وضع	جذر	وضع;ضاع
وضعاف	جذر	ضعاف
وضوح	جذر	وضوح
وطأة	جذر	وطأة
وطأتها	جذر	وطأ;وطأة
وطقسها	جذر	طقس
وطقوسهم	جذر	طقوس
وطن	جذر	وطن;طن;طان;وط
وطني	جذر	وطن;طن;وطني
وطنية	جذر	وطن;طن;وطنية;وطني
وطنيين	جذر	وطني
وظائف	جذر	وظائف
وظيفتها	جذر	وظيفة;وظيف
وعجرفة	جذر	عجرفة
وعدة	جذر	عد;عدة;وعد
وعشق	جذر	عشق
وعليه	جذر	وعل;علة;علي;عل;على
وعن	جذر	وعى;عان;عنى;عن
وغربة	جذر	غربة;غرب
وغطائها	جذر	غطاء
وغفران	جذر	غفران;غفر
وفد	جذر	فدى;وفد
وفرت	جذر	فر;وفر;فرى;فار;فرت
وفورة	جذر	فور;وفور;فورة
وفي	جذر	وفى;وفي;في
وقارهن	جذر	قار;وقار
وقت	جذر	قات;وقى;قت;وقت
وقرمان	جذر	قرم
وقطاع	جذر	قطاع
وقعت	جذر	قاع;وقع
وقف	جذر	قاف;وقف;قف;قفى
وقوع	جذر	وقوع
وكالة	جذر	وكال;كال;وكالة
وكردستان	جذر	كردس;كردستان
وكنت	جذر	كنى;وكن;كن;كان
وكندا	جذر	ندا;كندا
وكيل	جذر	وكيل;كال;كيل
وكيلها	جذر	وكيل;كيل
ولأجدن	جذر	وجد;جد;أجاد
ولدي	جذر	ولد;لد;ولدة
ولغاتها	جذر	لغة;لغا
ولكي	جذر	كي;لكي;لك
ولها	جذر	وله;لها;ولى
ولوجوه	جذر	لاج;وجوه
وليمة	جذر	يم;وليمة
وليونيل	جذر	ليونيل
ومؤيديه	جذر	مؤيد
وماكماهون	جذر	ماكماهون
ومثلما	جذر	مثلما
ومداشرها	جذر	مداشر
ومرافعاته	جذر	مرافع;مرافعة
ومسارعة	جذر	مسارع;مسارعة
ومسالكها	جذر	مسالك
ومعارك	جذر	معار;معارك
ومغنين	جذر	مغني
ومقدرة	جذر	مقدر;مقدرة
ومكة	جذر	مكة
ومناجلنا	جذر	مناجل
ومنقسمة	جذر	منقسم
وميلان	جذر	ميل;ميلان
وندوات	جذر	ندوة
ونصرة	جذر	نصرة;نصر
ونفي	جذر	نفي;وفى;نفى;نف
ونيل	جذر	نال;يل;نيل
وهناك	جذر	وهن;هناك
وهي	جذر	وهي;هي
ووحده	جذر	وحد
ووديانها	جذر	وديان
ووصفها	جذر	وصف
ووصل	جذر	وصل;واصل
ووقع	جذر	واقع;وقع
ووقف	جذر	واقف;وقف
وولف	جذر	والف;ولف
ويؤثر	جذر	أثر;آثر
ويؤكد	جذر	أكد;آكد
ويا	جذر	وي;يا
ويبلغ	جذر	أبلغ;بلغ
ويتأسفون	جذر	تأسف
ويتذمرون	جذر	تذمر
ويجد	جذر	وجد;جد;أجاد;جاد;أجدى
ويجري	جذر	جرى;أجرى
ويحكم	جذر	حكم;أحكم
ويحيي	جذر	أحيا;حيا
ويخرجوا	جذر	أخرج;خرج
ويربك	جذر	أراب;أربك;أربى;ربك;ربا;رب;ربى
ويرجع	جذر	أرجع;رجع
ويري	جذر	ورى;أرى
ويزور	جذر	زور;زار;ازور
ويطمئن	جذر	طمأن;اطمأن
ويقال	جذر	أقال;قال
ويمكن	جذر	مكا;مكن;يم;مك;أمكن
وينبغي	جذر	انبغى
ويوجد	جذر	وجد;أوجد
ويوحي	جذر	أوحى
ويومياتها	جذر	يومية;يوميات;يومي;يوم
يؤلفون	جذر	آلف;ألف
يا	جذر	يا
يبدي	جذر	أبدى
يبرز	جذر	أبرز;برز
يبلي	جذر	أبلى
يتاجر	جذر	تاجر
يتبادلها	جذر	تبادل
يتجسد	جذر	تجسد
يتجسس	جذر	تجسس
يتجول	جذر	تجول
يتحدى	جذر	تحدى
يتحكم	جذر	أتاح;تحكم
يتخصص	جذر	تخصص
يتردد	جذر	تردد
يتزايد	جذر	تزايد
يتصف	جذر	اتصف
يتضخم	جذر	تضخم
يتعلق	جذر	تعلق
يتعلم	جذر	تعلم
يتغيبا	جذر	تغيب
يتفهمون	جذر	تفهم
يتقن	جذر	اتقى;تاق;أتقن
يتناسى	جذر	تناسى
يتنكر	جذر	تنكر
يتهكمون	جذر	تهكم
يتوج	جذر	توج
يتورع	جذر	تورع
يتوسط	جذر	توسط
يجب	جذر	جاب;أجاب;جبى;جب;وجب
يجدها	جذر	وجد;أجاد;جاد;أجدى
يجدون	جذر	وجد;جد;أجدى
يجوز	جذر	جاز;جوز
يحافظ	جذر	حافظ
يحتجز	جذر	احتجز
يحترفون	جذر	احترف
يحسم	جذر	حسم
يحقق	جذر	أحق;حقق;حق
يحمونهم	جذر	حم;حمى;أحمى
يحيا	جذر	أحيا;حيا;وحى;حيي;حي
يخشون	جذر	خشى;خشي;خش
يد	جذر	يد
يدخل	جذر	أدخل;دخل
يدر	جذر	أدر;أدرى;أدار;دار;در;درى
يدركه	جذر	أدرك
يدعون	جذر	دعا;ادعى;دع;ودع
يدل	جذر	دل;أدلى;دلى;دلي;دال;دلا
يده	جذر	وده;يد;دهى;دهي;داه;دها
يدها	جذر	وده;يد
يدوي	جذر	دوى;يدوي
يديك	جذر	يد;ودى
يدين	جذر	ودى;دين;يد;يدى;يدي;أدان
يراها	جذر	راءى;رأى
يرتبطون	جذر	ارتبط
يرتقي	جذر	ارتقى
يرجح	جذر	رجح;أرجح
يرد	جذر	أراد;راد;رد;ورد;أردى;ردي;ردى
يركز	جذر	ركز
يرون	جذر	راءى;روى;رأى;أروى;أرى
يزورونها	جذر	زور;زار
يزيد	جذر	زيد;زاد
يساعد	جذر	ساعد
يستقيل	جذر	استقال
يستلزم	جذر	استلزم
يستولي	جذر	استولى
