pattern	singularPattern	type	nType	vType	isBrokenPlural	hasBrokenPlural	hasFem	subOf	examples	comment
pattern:tafAEal	singularPattern:unspec	type:verbs_أوزان_الفعل	nType:unspec	vType:6	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:unspec	examples: تصالح، تسابق، تعامل	comment: reciprocal – intransitive
pattern:tafAEaY	singularPattern:unspec	type:verbs_أوزان_الفعل	nType:unspec	vType:6	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:tafAEal	examples: توارى، تبارى، توازى	comment: reciprocal – intransitive
pattern:{inofaEal	singularPattern:unspec	type:verbs_أوزان_الفعل	nType:unspec	vType:7	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:unspec	examples: انطلق، انكسر، انهزم، انتصر، انبهر	comment: reflexive or passive – intransitive
pattern:{inofAl	singularPattern:unspec	type:verbs_أوزان_الفعل	nType:unspec	vType:7	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:{inofaEal	examples: انحاز، انقاد	comment: reflexive or passive – intransitive
pattern:{inofaEaY	singularPattern:unspec	type:verbs_أوزان_الفعل	nType:unspec	vType:7	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:{inofaEal	examples: انطوى، انبرى، انحنى، انتمى	comment: reflexive or passive – intransitive
pattern:{inofal~	singularPattern:unspec	type:verbs_أوزان_الفعل	nType:unspec	vType:7	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:{inofaEal	examples: انضم، انسد، انشق	comment: reflexive or passive – intransitive
pattern:{ifotaEal	singularPattern:unspec	type:verbs_أوزان_الفعل	nType:unspec	vType:8	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:unspec	examples: اجتمع، اشترك، اشتمل، اشتعل	comment:unspec
pattern:{ifotal~	singularPattern:unspec	type:verbs_أوزان_الفعل	nType:unspec	vType:8	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:{ifotaEal	examples: امتد، احتد، ارتد، اعتز	comment:unspec
pattern:{ifotaEaY	singularPattern:unspec	type:verbs_أوزان_الفعل	nType:unspec	vType:8	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:{ifotaEal	examples: اجتبى، ابتلى، ابتغى، التوى، احتوى، انتقى	comment:unspec
pattern:{it~aEal	singularPattern:unspec	type:verbs_أوزان_الفعل	nType:unspec	vType:8	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:{ifotaEal	examples: اتخذ: يتخذ، اتحد: يتحد، اتفق: يتفق، اتجه: يتجه	comment:unspec
pattern:{ifoEal~	singularPattern:unspec	type:verbs_أوزان_الفعل	nType:unspec	vType:9	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:unspec	examples: احمر، اسود، اعوج	comment: intransitive
pattern:{isotafoEal	singularPattern:unspec	type:verbs_أوزان_الفعل	nType:unspec	vType:10	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:unspec	examples: استغفر، استخرج، استدرك، استعمل	comment:unspec
pattern:{isotafoEaY	singularPattern:unspec	type:verbs_أوزان_الفعل	nType:unspec	vType:10	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:{isotafoEal	examples: استثنى، استبقى، استولى	comment:unspec
pattern:{isotafAl	singularPattern:unspec	type:verbs_أوزان_الفعل	nType:unspec	vType:10	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:{isotafoEal	examples: استعان، استقام، استعاذ	comment:unspec
pattern:{isotafal~	singularPattern:unspec	type:verbs_أوزان_الفعل	nType:unspec	vType:10	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:{isotafoEal	examples: استعد، استمر، استمد	comment:unspec
pattern:{ifoEawoEal	singularPattern:unspec	type:verbs_أوزان_الفعل	nType:unspec	vType:12	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:unspec	examples: اغرورق، اخشوشن، اعشوشب	comment: rare – intransitive
pattern:tafaEolal	singularPattern:unspec	type:verbs_أوزان_الفعل	nType:unspec	vType:unclassified	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:unspec	examples: تمدين، تمحور، ترهبن، تأمرك، تبلور	comment: intransitive
